Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,age_at_event,association,bluegrass,blues,bossa nova,choral,classical,Condition_Id,control,country,dance_remix,description,edm,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,important,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,preference,,r_and_b,rap,rock,salsa,self_description,social,unique,version_familiarity,vintage,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,5,main task 2,21,16,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,radio,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:15:00Z,597943,group_1,684600,session_1,1,2023-02-08T18:07:55Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,22,23,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,none,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:15:00Z,597943,group_1,684600,session_1,1,2023-02-08T18:07:55Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,23,4,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,radio,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:15:00Z,597943,group_1,684600,session_1,1,2023-02-08T18:07:55Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,24,15,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,radio,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:15:00Z,597943,group_1,684600,session_1,1,2023-02-08T18:07:55Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,25,18,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,radio,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:15:00Z,597943,group_1,684600,session_1,1,2023-02-08T18:07:55Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,6,"Exercising, working on projects, and during my free time",21,NA,NA,1,2,1,1,2,1,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,"Rap, R&B, and EDM",NA,1,3,NA,"slowly transitioned from pop music to rock, to Rap","Mostly listen to rap, but also enjoy rock, edm, and any other song that is just enjoyable to listen to",5,NA,2,60-90,2,participated in middle school band ~11-13 and high school band ~14-17 as well as perform in marching band ~15-17,1,5,NA,1,NA,Youtube and Apple Music,3,NA,,3,5,1,1,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-08T19:15:00Z,597943,group_1,684600,session_1,1,2023-02-08T18:07:55Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,1,consent,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,2,instructions,1,1,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have heard it on a playlist,NA,option_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,option_2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,1,25,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"It’s a cover of Bad Guy, I had never heard this cover before",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,2,11,NA,NA,NA,NA,28,28,NA,NA,NA,NA,NA,1,somewhat deliberate,NA,NA,I heard it during vacation at a roller coaster park.,NA,somewhat positive,not at all,somewhat,I heard it several times during a really great day with my husband,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,extremely,somewhat,NA,NA,not at all,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,3,5,NA,NA,NA,NA,20,"20-21, when I met my husband while working. It was when I first became independent and drove myself to and from work",NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,I was obsessed with this song and I listened it on repeat (had the album) to and from work every day for weeks.,NA,very positive,somewhat,somewhat,One of my favorite albums,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,not at all,very,NA,NA,extremely,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,4,16,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,5,7,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,My husband loves this song,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,6,19,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,7,9,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Lyrics are familiar but I have not heard this song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,8,14,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,9,23,NA,NA,NA,NA,NA,27-29,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have heard it a few times and watched the music video,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,10,22,NA,NA,NA,NA,NA,"Not applicable, never heard it",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,11,1,NA,NA,NA,NA,19,18-21,NA,NA,NA,NA,NA,1,somewhat spontaneous,NA,NA,"I recall watching a dance number to this, on a show called So You This You Can Dance. The song and dance routine was very powerful and emotional.",NA,somewhat positive,somewhat,somewhat,Recognize the song from a tv show of competition dancing,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,a little,somewhat,NA,NA,a little,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,12,2,NA,NA,NA,NA,NA,19-25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I have heard it several times, very popular song",NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,13,8,NA,NA,NA,NA,NA,20-25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,This is a cover of a song I have heard before,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,14,17,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,15,13,NA,NA,NA,NA,NA,25-30,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have heard it many times through the years,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,16,18,NA,NA,NA,NA,NA,"It reminds me of a friend, 27-29",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I enjoyed the song a long for a while. A had a friend who was obsessed with it,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,17,24,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard of it before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,18,3,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard of i before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,19,20,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Not familiar with this song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,20,4,NA,NA,NA,NA,NA,20-25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I think I heard it during a movie, it’s a good song",NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,21,6,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Song is familiar but I don’t know it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,22,21,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,23,12,NA,NA,NA,NA,NA,20-25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"The song is familiar, acoustic version or something? But I can’t place it.",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,24,10,NA,NA,NA,NA,NA,23-24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I know I have heard it before a few times, but not sure where",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,25,15,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,4,break,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,1,13,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I think it’s a cover of a song I have heard but not sure,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,2,9,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I heard it on the radio I think,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,3,12,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard of it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,4,6,NA,NA,NA,NA,23,Reminds me of my husband,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,My husband and I would make fun of this song,NA,neutral,not at all,very,We would hear it on the radio and make fun of it,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,somewhat,somewhat,NA,NA,a little,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,5,18,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,6,21,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never ever heard this before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,7,22,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Have not heard of this song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,8,8,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have not heard this song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,9,17,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard this song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,10,14,NA,NA,NA,NA,24,"Reminds me of an amusement park, 23-24",NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,I heard this song a lot while walking through an amusement park in the summer time,NA,somewhat positive,a little,very,Listened to it a lot hanging out with husband and family while spending the day at an amusement park,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,very,a little,NA,NA,a little,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,11,3,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Not familiar with this,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,12,11,NA,NA,NA,NA,NA,"Reminds me of my husband, I was 20-25",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it many times,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,13,1,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it before but I want to know the song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,14,19,NA,NA,NA,NA,NA,27-29,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I have heard it before, I don’t like it",NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,15,16,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard this song before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE
